Recid,Candidate Counter,Election Counter,Candidate Name,Candidate Party,Candidate Vote,Candidate Position,Candidate Female,Candidate Incumbent,Party Preference,Gender Preference,Incumbency Preference,Ward Counter,Election Year,Vacancies,Electorate,Turnout,Ballots,Total Party Preferences,Total Gender Preferences,Total Incumbency Preferences,BottomTier Counter,Ward Name,1971 Zone ID,1981 Zone ID,1991 Zone ID,2001 Zone ID,1968 Constituency ID,1983 Constituency ID,1997 Constituency ID,Ward Class,BottomTier Name,BottomTier Class,BottomTierType,TopTier Administrator,TopTier Name,County Name,Region Name,Country Name
301948,302169,88765,Curry C.,Comm,94,4,0,0,1,1,1,22071,1977,1,10260,22.6,2319,2315,2315,2315,738,Bootle No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301962,302183,88768,Hillen B.,LAB,3217,1,0,1,1,1,1,22072,1977,2,24104,27.4,6604,6461,6461,9041,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301965,302186,88768,Riley J.,LAB,3126,2,0,0,0,0,1,22072,1977,2,24104,27.4,6604,6461,6461,9041,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301961,302182,88768,Halliwell G.,CON,2981,3,0,0,1,1,0,22072,1977,2,24104,27.4,6604,6461,6461,9041,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301963,302184,88768,Lockley G.,CON,2698,4,0,0,0,0,1,22072,1977,2,24104,27.4,6604,6461,6461,9041,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301964,302185,88768,Morris R.,Comm,263,5,0,0,1,1,0,22072,1977,2,24104,27.4,6604,6461,6461,9041,738,Bootle No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301976,302197,88771,Goldrein N.,CON,3090,1,0,1,1,1,1,22073,1977,1,12131,37.2,4513,4505,4505,4505,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301977,302198,88771,Ohren J.,LAB,788,2,0,0,1,1,1,22073,1977,1,12131,37.2,4513,4505,4505,4505,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301975,302196,88771,Flaxman G.,Lib,627,3,0,0,1,1,1,22073,1977,1,12131,37.2,4513,4505,4505,4505,738,Crosby No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301984,302205,88774,Harvey R.,CON,1995,1,0,0,1,1,1,22074,1977,1,9988,35.7,3566,3559,3559,3559,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301985,302206,88774,Murphy J.,LAB,1356,2,1,0,1,1,1,22074,1977,1,9988,35.7,3566,3559,3559,3559,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301986,302207,88774,Sartain J.,Lib,208,3,1,0,1,1,1,22074,1977,1,9988,35.7,3566,3559,3559,3559,738,Crosby No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301994,302215,88777,Bennett W.,CON,2585,1,0,0,1,1,1,22075,1977,1,9820,36.4,3574,3566,3566,3566,738,Crosby No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301995,302216,88777,Kerr D.,LAB,706,2,0,0,1,1,1,22075,1977,1,9820,36.4,3574,3566,3566,3566,738,Crosby No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301993,302214,88777,Adshead O.,Lib,275,3,1,0,1,1,1,22075,1977,1,9820,36.4,3574,3566,3566,3566,738,Crosby No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302000,302221,88780,Prichard F.,CON,3376,1,0,1,1,1,1,22076,1977,1,9051,45.7,4136,4130,4130,4130,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302001,302222,88780,Sime S.,Lib,454,2,0,0,1,1,1,22076,1977,1,9051,45.7,4136,4130,4130,4130,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302002,302223,88780,Stringer G.,LAB,300,3,0,0,1,1,1,22076,1977,1,9051,45.7,4136,4130,4130,4130,738,Crosby No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302009,302230,88783,Thompson K.,CON,5758,1,0,1,1,1,1,22077,1977,1,17563,40.7,7148,7134,7134,7134,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302008,302229,88783,Metcalfe M.,Lib,1376,2,1,0,1,1,1,22077,1977,1,17563,40.7,7148,7134,7134,7134,738,Formby,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302018,302239,88786,Buckles G.,CON,2653,1,1,0,1,1,1,22078,1977,1,16193,34.3,5554,5546,5546,5546,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302017,302238,88786,Brady O.,LAB,2445,2,0,1,1,1,1,22078,1977,1,16193,34.3,5554,5546,5546,5546,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302019,302240,88786,Holding K.,Lib,367,3,0,0,1,1,1,22078,1977,1,16193,34.3,5554,5546,5546,5546,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302020,302241,88786,Hulligan J.,Comm,81,4,0,0,1,1,1,22078,1977,1,16193,34.3,5554,5546,5546,5546,738,Litherland,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302028,302249,88789,Hartley J.,CON,3774,1,0,1,1,1,1,22079,1977,1,14056,37.2,5229,5217,5217,5217,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302029,302250,88789,Rothwell R.,Lib,947,2,0,0,1,1,1,22079,1977,1,14056,37.2,5229,5217,5217,5217,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302026,302247,88789,Caven J.,LAB,436,3,0,0,1,1,1,22079,1977,1,14056,37.2,5229,5217,5217,5217,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302027,302248,88789,Durkin J.,ACL,60,4,0,0,1,1,1,22079,1977,1,14056,37.2,5229,5217,5217,5217,738,Southport No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302037,302258,88792,Rawstron C.,CON,2224,1,0,0,1,1,1,22080,1977,1,11044,33.9,3744,3740,3740,3740,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302038,302259,88792,Whyte G.,Lib,961,2,0,0,1,1,1,22080,1977,1,11044,33.9,3744,3740,3740,3740,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302036,302257,88792,Lafferty W.,LAB,555,3,0,0,1,1,1,22080,1977,1,11044,33.9,3744,3740,3740,3740,738,Southport No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302045,302266,88795,Simms Mitchell J.,CON,2385,1,0,1,1,1,1,22081,1977,1,8881,34.4,3055,3039,3039,3039,738,Southport No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302044,302265,88795,Rothwell E.,Lib,654,2,1,0,1,1,1,22081,1977,1,8881,34.4,3055,3039,3039,3039,738,Southport No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302052,302273,88798,Fearn R.,Lib,2438,1,0,1,1,1,1,22082,1977,1,10993,44,4837,4835,4835,4835,738,Southport No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302051,302272,88798,Dawson B.,CON,1921,2,0,0,1,1,1,22082,1977,1,10993,44,4837,4835,4835,4835,738,Southport No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302053,302274,88798,Fenerty G.,LAB,476,3,1,0,1,1,1,22082,1977,1,10993,44,4837,4835,4835,4835,738,Southport No.4,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302061,302282,88801,Leech J.,CON,2977,1,1,1,1,1,1,22083,1977,1,11119,41.2,4581,4579,4579,4579,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302060,302281,88801,Handley P.,Lib,1128,2,0,0,1,1,1,22083,1977,1,11119,41.2,4581,4579,4579,4579,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302059,302280,88801,Abram J.,LAB,474,3,0,0,1,1,1,22083,1977,1,11119,41.2,4581,4579,4579,4579,738,Southport No.5,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302067,302288,88804,Brown W.,CON,2712,1,0,0,1,1,1,22084,1977,1,10321,39.2,4046,4036,4036,4036,738,Southport No.6,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302068,302289,88804,Reilly P.,Lib,1324,2,0,0,1,1,1,22084,1977,1,10321,39.2,4046,4036,4036,4036,738,Southport No.6,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302075,302296,88807,Birch A.,CON,3282,1,0,1,1,1,1,22085,1977,1,9443,42,3966,3963,3963,3963,738,West Lancashire No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302076,302297,88807,Riley A.,LAB,681,2,0,0,1,1,1,22085,1977,1,9443,42,3966,3963,3963,3963,738,West Lancashire No.1,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302083,302304,88810,Currall C.,CON,3839,1,0,1,1,1,1,22086,1977,1,13980,35.9,5019,4994,4994,4994,738,West Lancashire No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302084,302305,88810,Howard J.,LAB,1155,2,0,0,1,1,1,22086,1977,1,13980,35.9,5019,4994,4994,4994,738,West Lancashire No.2,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302091,302312,88813,Dykins F.,CON,0,1,1,1,1,1,1,22087,1977,1,10171,0,0,0,0,0,738,West Lancashire No.3,,,,,,,,,Sefton,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301855,302076,88729,Anderton P.,CON,2969,1,0,0,1,1,1,22059,1977,1,11543,46.5,5367,5365,5365,5365,737,Haydock,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301856,302077,88729,Davies C.,LAB,2396,2,0,0,1,1,1,22059,1977,1,11543,46.5,5367,5365,5365,5365,737,Haydock,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301862,302083,88732,Conheeney O.,LAB,2920,1,0,1,1,1,1,22060,1977,1,15183,42.9,6514,6516,6516,6516,737,Newton Le Willows,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301863,302084,88732,Monks M.,CON,2686,2,1,0,1,1,1,22060,1977,1,15183,42.9,6514,6516,6516,6516,737,Newton Le Willows,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301861,302082,88732,Birch R.,Lib,910,3,0,0,1,1,1,22060,1977,1,15183,42.9,6514,6516,6516,6516,737,Newton Le Willows,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301869,302090,88735,Berry A.,CON,5270,1,1,1,1,1,1,22061,1977,1,14750,45.9,6770,6749,6749,6749,737,Rainford,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301870,302091,88735,Cliff R.,LAB,1479,2,0,0,1,1,1,22061,1977,1,14750,45.9,6770,6749,6749,6749,737,Rainford,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301878,302099,88738,Jameson I.,CON,1920,1,1,0,1,1,1,22062,1977,1,9765,36.5,3564,3560,3560,3560,737,St. Helens No.1,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301879,302100,88738,Williams W.,LAB,1380,2,0,1,1,1,1,22062,1977,1,9765,36.5,3564,3560,3560,3560,737,St. Helens No.1,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301877,302098,88738,Iley W.,Lib,260,3,0,0,1,1,1,22062,1977,1,9765,36.5,3564,3560,3560,3560,737,St. Helens No.1,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301886,302107,88741,Harrison P.,CON,1632,1,0,0,1,1,1,22063,1977,1,12993,26.8,3482,3482,3482,3482,737,St. Helens No.2 (East Sutton),,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301887,302108,88741,Maguire E.,LAB,1496,2,0,0,1,1,1,22063,1977,1,12993,26.8,3482,3482,3482,3482,737,St. Helens No.2 (East Sutton),,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301885,302106,88741,Bentham J.,Lib,354,3,0,0,1,1,1,22063,1977,1,12993,26.8,3482,3482,3482,3482,737,St. Helens No.2 (East Sutton),,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301895,302116,88744,Glover H.,LAB,2062,1,0,0,1,1,1,22064,1977,1,16478,28.2,4647,4638,4638,4638,737,St. Helens No.3,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301896,302117,88744,Webster T.,CON,1713,2,0,0,1,1,1,22064,1977,1,16478,28.2,4647,4638,4638,4638,737,St. Helens No.3,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301894,302115,88744,Gilligan T.,Lib,863,3,0,0,1,1,1,22064,1977,1,16478,28.2,4647,4638,4638,4638,737,St. Helens No.3,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301902,302123,88747,Jameson E.,CON,3364,1,0,0,1,1,1,22065,1977,1,12756,42.1,5370,5361,5361,5361,737,St. Helens No.4,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301904,302125,88747,Wilson N.,LAB,1770,2,0,0,1,1,1,22065,1977,1,12756,42.1,5370,5361,5361,5361,737,St. Helens No.4,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301903,302124,88747,Kelly M.,Lib,227,3,0,0,1,1,1,22065,1977,1,12756,42.1,5370,5361,5361,5361,737,St. Helens No.4,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301910,302131,88750,Clough E.,CON,1706,1,0,0,1,1,1,22066,1977,1,6957,38.3,2665,2659,2659,2659,737,St. Helens No.5,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301911,302132,88750,Morris J.,LAB,953,2,0,1,1,1,1,22066,1977,1,6957,38.3,2665,2659,2659,2659,737,St. Helens No.5,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301917,302138,88753,Mernagh F.,LAB,2272,1,0,1,1,1,1,22067,1977,1,16568,25,4142,4133,4133,4133,737,St. Helens No.6 (Parr) ( E.p. 18.6.,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301916,302137,88753,Foster C.,CON,1625,2,0,0,1,1,1,22067,1977,1,16568,25,4142,4133,4133,4133,737,St. Helens No.6 (Parr) ( E.p. 18.6.,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301918,302139,88753,Rigby L.,Lib,236,3,0,0,1,1,1,22067,1977,1,16568,25,4142,4133,4133,4133,737,St. Helens No.6 (Parr) ( E.p. 18.6.,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301924,302145,88756,Brownlow G.,CON,3954,1,0,1,1,1,1,22068,1977,1,9975,45.3,4519,4516,4516,4516,737,Whiston No.2,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301925,302146,88756,Hamilton B.,LAB,562,2,0,0,1,1,1,22068,1977,1,9975,45.3,4519,4516,4516,4516,737,Whiston No.2,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301930,302151,88759,Holley N.,CON,2886,1,1,0,1,1,1,22069,1977,1,10683,39.9,4263,4261,4261,4261,737,Whiston No.5,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301931,302152,88759,Norris E.,LAB,1375,2,0,0,1,1,1,22069,1977,1,10683,39.9,4263,4261,4261,4261,737,Whiston No.5,,,,,,,,,St Helens,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302099,302320,88816,Harriman H.,CON,3805,1,0,1,1,1,1,22088,1977,1,10103,47.5,4799,4775,4775,4775,739,Bebington No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302100,302321,88816,Walker J.,Lib,970,2,1,0,1,1,1,22088,1977,1,10103,47.5,4799,4775,4775,4775,739,Bebington No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302107,302328,88819,Davies E.,CON,2138,1,0,0,1,1,1,22089,1977,1,9870,42.2,4165,4161,4161,4161,739,Bebington No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302106,302327,88819,Bryning B.,LAB,1709,2,0,1,1,1,1,22089,1977,1,9870,42.2,4165,4161,4161,4161,739,Bebington No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302108,302329,88819,Taylor D.,Lib,314,3,0,0,1,1,1,22089,1977,1,9870,42.2,4165,4161,4161,4161,739,Bebington No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302116,302337,88822,Gilchrist P.,Lib,2816,1,0,0,1,1,1,22090,1977,1,13488,46.8,6312,6309,6309,6309,739,Bebington No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302115,302336,88822,Chrishop L.,CON,2256,2,0,0,1,1,1,22090,1977,1,13488,46.8,6312,6309,6309,6309,739,Bebington No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302117,302338,88822,Rose A.,LAB,1237,3,0,1,1,1,1,22090,1977,1,13488,46.8,6312,6309,6309,6309,739,Bebington No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302125,302346,88825,Williams F.,CON,4619,1,0,1,1,1,1,22091,1977,1,12774,46.7,5965,5940,5940,5940,739,Bebington No.4,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302124,302345,88825,Harney T.,Lib,1321,2,0,0,1,1,1,22091,1977,1,12774,46.7,5965,5940,5940,5940,739,Bebington No.4,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302135,302356,88828,Stuart-Cole J.,LAB,1290,1,0,1,1,1,1,22092,1977,1,7997,32.5,2599,2595,2595,2595,739,Birkenhead No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302131,302352,88828,Entwistle R.,CON,716,2,0,0,1,1,1,22092,1977,1,7997,32.5,2599,2595,2595,2595,739,Birkenhead No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302132,302353,88828,Gayford M.,Lib,403,3,0,0,1,1,1,22092,1977,1,7997,32.5,2599,2595,2595,2595,739,Birkenhead No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302133,302354,88828,Matthews D.,NP,117,4,0,0,1,1,1,22092,1977,1,7997,32.5,2599,2595,2595,2595,739,Birkenhead No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302134,302355,88828,Norris J.,Comm,69,5,0,0,1,1,1,22092,1977,1,7997,32.5,2599,2595,2595,2595,739,Birkenhead No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302143,302364,88831,Welsh H.,CON,1402,1,0,0,1,1,1,22093,1977,1,7540,37.9,2858,2850,2850,2850,739,Birkenhead No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302142,302363,88831,McRonald C.,LAB,1258,2,0,1,1,1,1,22093,1977,1,7540,37.9,2858,2850,2850,2850,739,Birkenhead No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302141,302362,88831,Edwards T.,Lib,190,3,0,0,1,1,1,22093,1977,1,7540,37.9,2858,2850,2850,2850,739,Birkenhead No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302150,302371,88834,Griffith-Evans D.,Lib,1826,1,0,1,1,1,1,22094,1977,1,9049,44.4,4018,4005,4005,4005,739,Birkenhead No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302152,302373,88834,Porter G.,CON,1395,2,0,0,1,1,1,22094,1977,1,9049,44.4,4018,4005,4005,4005,739,Birkenhead No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302153,302374,88834,Smith W.,LAB,702,3,0,0,1,1,1,22094,1977,1,9049,44.4,4018,4005,4005,4005,739,Birkenhead No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302151,302372,88834,Martin S.,Comm,82,4,0,0,1,1,1,22094,1977,1,9049,44.4,4018,4005,4005,4005,739,Birkenhead No.3,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302160,302381,88837,Baker W.,CON,2223,1,0,0,1,1,1,22095,1977,1,11919,42.2,5030,5025,5025,5025,739,Birkenhead No.4,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302161,302382,88837,Hughes D.,Lib,1600,2,0,1,1,1,1,22095,1977,1,11919,42.2,5030,5025,5025,5025,739,Birkenhead No.4,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302162,302383,88837,Keynon G.,LAB,1202,3,0,0,1,1,1,22095,1977,1,11919,42.2,5030,5025,5025,5025,739,Birkenhead No.4,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302169,302390,88840,Flynn J.,LAB,1702,1,0,0,1,1,1,22096,1977,1,8460,34.6,2927,2924,2924,2924,739,Birkenhead No.5,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302170,302391,88840,Hodkinson R.,CON,629,2,0,0,1,1,1,22096,1977,1,8460,34.6,2927,2924,2924,2924,739,Birkenhead No.5,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302171,302392,88840,Rise E.,Lib,593,3,0,0,1,1,1,22096,1977,1,8460,34.6,2927,2924,2924,2924,739,Birkenhead No.5,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302180,302401,88843,Morton F.,CON,2673,1,0,0,1,1,1,22097,1977,1,12971,45.7,5928,5914,5914,5914,739,Birkenhead No.6,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302179,302400,88843,Lindsay G.,Lib,2295,2,0,1,1,1,1,22097,1977,1,12971,45.7,5928,5914,5914,5914,739,Birkenhead No.6,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302178,302399,88843,Healey D.,LAB,833,3,0,0,1,1,1,22097,1977,1,12971,45.7,5928,5914,5914,5914,739,Birkenhead No.6,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302181,302402,88843,Williams W.,NP,113,4,0,0,1,1,1,22097,1977,1,12971,45.7,5928,5914,5914,5914,739,Birkenhead No.6,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302190,302411,88846,Wise A.,CON,3638,1,0,1,1,1,1,22098,1977,1,15248,36.6,5581,5577,5577,5577,739,Birkenhead No.7 (Prenton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302189,302410,88846,Leslie W.,LAB,1465,2,0,0,1,1,1,22098,1977,1,15248,36.6,5581,5577,5577,5577,739,Birkenhead No.7 (Prenton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302188,302409,88846,Banton E.,Lib,474,3,0,0,1,1,1,22098,1977,1,15248,36.6,5581,5577,5577,5577,739,Birkenhead No.7 (Prenton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302199,302420,88849,Hibbert S.,CON,3990,1,1,0,1,1,1,22099,1977,1,20949,31.2,6536,6531,6531,6531,739,Birkenhead No.8 (Upton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302197,302418,88849,Ainslie E.,LAB,2071,2,0,1,1,1,1,22099,1977,1,20949,31.2,6536,6531,6531,6531,739,Birkenhead No.8 (Upton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302198,302419,88849,Halliday A.,Lib,470,3,0,0,1,1,1,22099,1977,1,20949,31.2,6536,6531,6531,6531,739,Birkenhead No.8 (Upton),,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302205,302426,88852,Needham H.,CON,4471,1,0,1,1,1,1,22100,1977,1,12952,42.2,5466,5466,5466,5466,739,Hoylake No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302206,302427,88852,Seaman J.,LAB,500,2,0,0,1,1,1,22100,1977,1,12952,42.2,5466,5466,5466,5466,739,Hoylake No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302204,302425,88852,Fell E.,Lib,495,3,0,0,1,1,1,22100,1977,1,12952,42.2,5466,5466,5466,5466,739,Hoylake No.1,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
302212,302433,88855,Last J.,CON,4570,1,0,1,1,1,1,22101,1977,1,11710,50.2,5878,5873,5873,5873,739,Hoylake No.2,,,,,,,,,Wirral,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
