Recid,Candidate Counter,Election Counter,Candidate Name,Candidate Party,Candidate Vote,Candidate Position,Candidate Female,Candidate Incumbent,Party Preference,Gender Preference,Incumbency Preference,Ward Counter,Election Year,Vacancies,Electorate,Turnout,Ballots,Total Party Preferences,Total Gender Preferences,Total Incumbency Preferences,BottomTier Counter,Ward Name,1971 Zone ID,1981 Zone ID,1991 Zone ID,2001 Zone ID,1968 Constituency ID,1983 Constituency ID,1997 Constituency ID,Ward Class,BottomTier Name,BottomTier Class,BottomTierType,TopTier Administrator,TopTier Name,County Name,Region Name,Country Name
301422,301643,88596,Longworth P.,LAB,2139,1,0,0,1,1,1,22015,1973,1,9813,26.3,2581,2576,2576,2576,735,Huyton With Roby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301421,301642,88596,Bottley L.,CON,353,2,0,0,1,1,1,22015,1973,1,9813,26.3,2581,2576,2576,2576,735,Huyton With Roby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301423,301644,88596,Moss H.,Comm,84,3,0,0,1,1,1,22015,1973,1,9813,26.3,2581,2576,2576,2576,735,Huyton With Roby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301429,301650,88599,Hughes S.,LAB,1824,1,0,0,1,1,1,22016,1973,1,9459,37.2,3519,3516,3516,3516,735,Huyton With Roby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301430,301651,88599,Litster C.,Lib,835,2,0,0,1,1,1,22016,1973,1,9459,37.2,3519,3516,3516,3516,735,Huyton With Roby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301431,301652,88599,Lockett R.,CON,783,3,0,0,1,1,1,22016,1973,1,9459,37.2,3519,3516,3516,3516,735,Huyton With Roby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301428,301649,88599,Hennessey W.,Comm,74,4,0,0,1,1,1,22016,1973,1,9459,37.2,3519,3516,3516,3516,735,Huyton With Roby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301440,301661,88602,Swainbank H.,CON,2660,1,0,0,1,1,1,22017,1973,1,13273,44.7,5933,5930,5930,5930,735,Huyton With Roby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301439,301660,88602,Spillane M.,LAB,2005,2,0,0,1,1,1,22017,1973,1,13273,44.7,5933,5930,5930,5930,735,Huyton With Roby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301438,301659,88602,Martin B.,Lib,1210,3,0,0,1,1,1,22017,1973,1,13273,44.7,5933,5930,5930,5930,735,Huyton With Roby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301437,301658,88602,Leyland R.,Comm,55,4,0,0,1,1,1,22017,1973,1,13273,44.7,5933,5930,5930,5930,735,Huyton With Roby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301449,301670,88605,Powell S.,LAB,2464,1,0,0,1,1,1,22018,1973,1,11198,33.8,3785,3783,3783,3783,735,Huyton With Roby No.4,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301447,301668,88605,Kearns F.,CON,848,2,0,0,1,1,1,22018,1973,1,11198,33.8,3785,3783,3783,3783,735,Huyton With Roby No.4,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301448,301669,88605,Murray A.,Lib,389,3,1,0,1,1,1,22018,1973,1,11198,33.8,3785,3783,3783,3783,735,Huyton With Roby No.4,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301446,301667,88605,Bell W.,Comm,82,4,0,0,1,1,1,22018,1973,1,11198,33.8,3785,3783,3783,3783,735,Huyton With Roby No.4,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301457,301678,88608,King J.,LAB,1782,1,0,0,1,1,1,22019,1973,1,10832,24.7,2676,2673,2673,2673,735,Kirkby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301456,301677,88608,Dutton A.,Lib,761,2,0,0,1,1,1,22019,1973,1,10832,24.7,2676,2673,2673,2673,735,Kirkby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301455,301676,88608,Donnelly S.,Comm,130,3,0,0,1,1,1,22019,1973,1,10832,24.7,2676,2673,2673,2673,735,Kirkby No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301469,301690,88611,Smith D.,LAB,1381,1,0,0,1,1,1,22020,1973,1,11339,22.9,2597,2591,2591,2591,735,Kirkby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301468,301689,88611,Jones T.,Lib,1004,2,0,0,1,1,1,22020,1973,1,11339,22.9,2597,2591,2591,2591,735,Kirkby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301467,301688,88611,Hennessy S.,CON,105,3,0,0,1,1,1,22020,1973,1,11339,22.9,2597,2591,2591,2591,735,Kirkby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301466,301687,88611,Cunningham P.,Comm,101,4,0,0,1,1,1,22020,1973,1,11339,22.9,2597,2591,2591,2591,735,Kirkby No.2,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301478,301699,88614,Bundred G.,LAB,2164,1,0,0,1,1,1,22021,1973,1,14372,20.7,2975,2981,2981,2981,735,Kirkby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301479,301700,88614,Dray A.,CON,565,2,0,0,1,1,1,22021,1973,1,14372,20.7,2975,2981,2981,2981,735,Kirkby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301477,301698,88614,Bradburn T.,Comm,252,3,0,0,1,1,1,22021,1973,1,14372,20.7,2975,2981,2981,2981,735,Kirkby No.3,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301488,301709,88617,Howarth W.,LAB,2360,1,0,0,1,1,1,22022,1973,1,9035,42.7,3858,3854,3854,3854,735,Prescot,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301487,301708,88617,Granby F.,CON,1494,2,0,0,1,1,1,22022,1973,1,9035,42.7,3858,3854,3854,3854,735,Prescot,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301494,301715,88620,Foulkes R.,LAB,2266,1,0,0,1,1,1,22023,1973,1,9924,34.8,3454,3455,3455,3455,735,Whiston No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301495,301716,88620,Reynolds J.,CON,1189,2,0,0,1,1,1,22023,1973,1,9924,34.8,3454,3455,3455,3455,735,Whiston No.1,,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301503,301724,88623,Lyons T.,LAB,3380,1,0,0,1,1,1,22024,1973,1,13617,34.3,4671,4669,4669,4669,735,Whiston No.3 (Halewood),,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301502,301723,88623,Holder B.,CON,1289,2,0,0,1,1,1,22024,1973,1,13617,34.3,4671,4669,4669,4669,735,Whiston No.3 (Halewood),,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301508,301729,88626,Alldritt W.,LAB,2453,1,0,0,1,1,1,22025,1973,1,12510,27.7,3465,3463,3463,3463,735,Whiston No.4 (Knowsley),,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301509,301730,88626,Simpson W.,CON,668,2,0,0,1,1,1,22025,1973,1,12510,27.7,3465,3463,3463,3463,735,Whiston No.4 (Knowsley),,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301510,301731,88626,Traynor M.,Lib,342,3,0,0,1,1,1,22025,1973,1,12510,27.7,3465,3463,3463,3463,735,Whiston No.4 (Knowsley),,,,,,,,,Knowsley,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301516,301737,88629,Carr H.,LAB,2432,1,0,0,1,1,1,22026,1973,1,13507,22.8,3080,3076,3076,3076,736,Liverpool No.1 (Abercromby & St. James),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301518,301739,88629,Smith E.,CON,364,2,1,0,1,1,1,22026,1973,1,13507,22.8,3080,3076,3076,3076,736,Liverpool No.1 (Abercromby & St. James),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301517,301738,88629,O'Hara R.,Comm,280,3,0,0,1,1,1,22026,1973,1,13507,22.8,3080,3076,3076,3076,736,Liverpool No.1 (Abercromby & St. James),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301613,301834,88656,Carr C.,Lib,4154,1,0,0,1,1,1,22035,1973,1,14436,45.7,6597,6591,6591,6591,736,Liverpool No.10 (Church),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301612,301833,88656,Bolton-Jones H.,CON,2037,2,0,0,1,1,1,22035,1973,1,14436,45.7,6597,6591,6591,6591,736,Liverpool No.10 (Church),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301611,301832,88656,Barnett N.,LAB,400,3,0,0,1,1,1,22035,1973,1,14436,45.7,6597,6591,6591,6591,736,Liverpool No.10 (Church),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301620,301841,88659,Bowen J.,Lib,2069,1,0,0,1,1,1,22036,1973,1,10800,45.7,4936,4939,4939,4939,736,Liverpool No.11 (Clubmoor),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301622,301843,88659,Stewart M.,LAB,1760,2,1,0,1,1,1,22036,1973,1,10800,45.7,4936,4939,4939,4939,736,Liverpool No.11 (Clubmoor),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301621,301842,88659,Jones J.,CON,1110,3,0,0,1,1,1,22036,1973,1,10800,45.7,4936,4939,4939,4939,736,Liverpool No.11 (Clubmoor),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301629,301850,88662,McLean J.,LAB,2414,1,0,0,1,1,1,22037,1973,1,12602,32.4,4083,4083,4083,4083,736,Liverpool No.12 (County),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301630,301851,88662,Tunna P.,CON,1669,2,0,0,1,1,1,22037,1973,1,12602,32.4,4083,4083,4083,4083,736,Liverpool No.12 (County),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301639,301860,88665,Holmes G.,Lib,3800,1,0,0,1,1,1,22038,1973,1,12667,49.8,6308,6309,6309,6309,736,Liverpool No.13 (Croxteth),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301637,301858,88665,Amyes R.,CON,1624,2,0,0,1,1,1,22038,1973,1,12667,49.8,6308,6309,6309,6309,736,Liverpool No.13 (Croxteth),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301638,301859,88665,Cowley D.,LAB,885,3,0,0,1,1,1,22038,1973,1,12667,49.8,6308,6309,6309,6309,736,Liverpool No.13 (Croxteth),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301647,301868,88668,Evans M.,LAB,1479,1,1,0,1,1,1,22039,1973,1,7597,30.4,2309,2308,2308,2308,736,Liverpool No.14 (Dingle),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301648,301869,88668,Jones R.,CON,404,2,0,0,1,1,1,22039,1973,1,7597,30.4,2309,2308,2308,2308,736,Liverpool No.14 (Dingle),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301649,301870,88668,Stocker C.,Lib,345,3,0,0,1,1,1,22039,1973,1,7597,30.4,2309,2308,2308,2308,736,Liverpool No.14 (Dingle),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301646,301867,88668,Cook J.,Comm,80,4,0,0,1,1,1,22039,1973,1,7597,30.4,2309,2308,2308,2308,736,Liverpool No.14 (Dingle),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301658,301879,88671,Burke W.,LAB,3043,1,0,0,1,1,1,22040,1973,1,16342,31.1,5082,4461,4461,4461,736,Liverpool No.15 (Dovecot),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301659,301880,88671,Walsh J.,CON,1418,2,0,0,1,1,1,22040,1973,1,16342,31.1,5082,4461,4461,4461,736,Liverpool No.15 (Dovecot),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301666,301887,88674,Crawford C.,Lib,1598,1,0,0,1,1,1,22041,1973,1,10856,35.1,3810,3810,3810,3810,736,Liverpool No.16 (Fairfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301667,301888,88674,Livermore H.,LAB,1384,2,0,0,1,1,1,22041,1973,1,10856,35.1,3810,3810,3810,3810,736,Liverpool No.16 (Fairfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301668,301889,88674,Scott W.,CON,828,3,0,0,1,1,1,22041,1973,1,10856,35.1,3810,3810,3810,3810,736,Liverpool No.16 (Fairfield),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301677,301898,88677,Williams A.,LAB,2294,1,0,0,1,1,1,22042,1973,1,11774,34.2,4027,4025,4025,4025,736,Liverpool No.17 (Fazakerley),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301676,301897,88677,Lloyd A.,CON,1731,2,0,0,1,1,1,22042,1973,1,11774,34.2,4027,4025,4025,4025,736,Liverpool No.17 (Fazakerley),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301687,301908,88680,Loyden E.,LAB,3784,1,0,0,1,1,1,22043,1973,2,20068,0,0,4826,4826,4826,736,Liverpool No.18 (Gillmoss),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301686,301907,88680,Higgins T.,LAB,3625,2,0,0,0,0,0,22043,1973,2,20068,0,0,4826,4826,4826,736,Liverpool No.18 (Gillmoss),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301684,301905,88680,Dougherty D.,CON,1042,3,0,0,1,1,1,22043,1973,2,20068,0,0,4826,4826,4826,736,Liverpool No.18 (Gillmoss),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301685,301906,88680,Henri W.,CON,934,4,0,0,0,0,0,22043,1973,2,20068,0,0,4826,4826,4826,736,Liverpool No.18 (Gillmoss),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301700,301921,88683,Simey M.,LAB,2675,1,1,0,1,1,1,22044,1973,1,15485,25.3,3918,3924,3924,3924,736,Liverpool No.19 (Granby & Princes Park),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301698,301919,88683,Hughes O.,CON,1046,2,1,0,1,1,1,22044,1973,1,15485,25.3,3918,3924,3924,3924,736,Liverpool No.19 (Granby & Princes Park),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301699,301920,88683,McClelland T.,Comm,203,3,0,0,1,1,1,22044,1973,1,15485,25.3,3918,3924,3924,3924,736,Liverpool No.19 (Granby & Princes Park),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301528,301749,88632,Moss S.,CON,4162,1,0,0,1,1,1,22027,1973,1,14688,36,5288,5282,5282,5282,736,Liverpool No.2 (Aigburth),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301529,301750,88632,Stewart K.,LAB,1120,2,0,0,1,1,1,22027,1973,1,14688,36,5288,5282,5282,5282,736,Liverpool No.2 (Aigburth),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301711,301932,88686,Watton J.,Lib,2221,1,0,0,1,1,1,22045,1973,1,9438,40.1,3785,3780,3780,3780,736,Liverpool No.20 (Kensington),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301710,301931,88686,Wareing R.,LAB,1207,2,0,0,1,1,1,22045,1973,1,9438,40.1,3785,3780,3780,3780,736,Liverpool No.20 (Kensington),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301709,301930,88686,Kudrycz S.,CON,352,3,0,0,1,1,1,22045,1973,1,9438,40.1,3785,3780,3780,3780,736,Liverpool No.20 (Kensington),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301718,301939,88689,Alton D.,Lib,2282,1,0,0,1,1,1,22046,1973,1,9774,33.5,3274,3275,3275,3275,736,Liverpool No.21 (Low Hill & Smithdow),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301719,301940,88689,Lee H.,LAB,854,2,0,0,1,1,1,22046,1973,1,9774,33.5,3274,3275,3275,3275,736,Liverpool No.21 (Low Hill & Smithdow),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301720,301941,88689,Wingate T.,CON,139,3,0,0,1,1,1,22046,1973,1,9774,33.5,3274,3275,3275,3275,736,Liverpool No.21 (Low Hill & Smithdow),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301729,301950,88692,Shaw B.,LAB,2369,1,0,0,1,1,1,22047,1973,1,11283,28.8,3250,3254,3254,3254,736,Liverpool No.22 (Melrose & Westminster),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301728,301949,88692,Gillin J.,CON,885,2,0,0,1,1,1,22047,1973,1,11283,28.8,3250,3254,3254,3254,736,Liverpool No.22 (Melrose & Westminster),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301737,301958,88695,Jones D.,Lib,3266,1,1,0,1,1,1,22048,1973,1,13442,43.5,5847,5845,5845,5845,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301739,301960,88695,Walker J.,LAB,1505,2,0,0,1,1,1,22048,1973,1,13442,43.5,5847,5845,5845,5845,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301736,301957,88695,Davies H.,CON,1000,3,0,0,1,1,1,22048,1973,1,13442,43.5,5847,5845,5845,5845,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301738,301959,88695,McCullough W.,IND,74,4,0,0,1,1,1,22048,1973,1,13442,43.5,5847,5845,5845,5845,736,Liverpool No.23 (Old Swan),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301752,301973,88698,Mahon P.,Lib,2260,1,0,0,1,1,1,22049,1973,1,12225,37.8,4621,4621,4621,4621,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301751,301972,88698,Fletcher A.,LAB,1592,2,0,0,1,1,1,22049,1973,1,12225,37.8,4621,4621,4621,4621,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301750,301971,88698,Davies H.,CON,769,3,0,0,1,1,1,22049,1973,1,12225,37.8,4621,4621,4621,4621,736,Liverpool No.24 (Picton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301761,301982,88701,Dalton H.,LAB,3638,1,0,0,1,1,1,22050,1973,1,16059,33.4,5364,5356,5356,5356,736,Liverpool No.25 (Pirrie),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301762,301983,88701,Gould R.,CON,1718,2,0,0,1,1,1,22050,1973,1,16059,33.4,5364,5356,5356,5356,736,Liverpool No.25 (Pirrie),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301770,301991,88704,Maudsley G.,LAB,2155,1,0,0,1,1,1,22051,1973,1,10105,34.9,3527,3530,3530,3530,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301769,301990,88704,Hadley G.,CON,1375,2,0,0,1,1,1,22051,1973,1,10105,34.9,3527,3530,3530,3530,736,Liverpool No.26 (St. Marys),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301783,302004,88707,Jones T.,Lib,2442,1,0,0,1,1,1,22052,1973,1,10693,37.2,3978,3983,3983,3983,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301780,302001,88707,Cowlin C.,CON,893,2,0,0,1,1,1,22052,1973,1,10693,37.2,3978,3983,3983,3983,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301781,302002,88707,Graham R.,LAB,589,3,0,0,1,1,1,22052,1973,1,10693,37.2,3978,3983,3983,3983,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301782,302003,88707,Hennessey F.,Comm,59,4,0,0,1,1,1,22052,1973,1,10693,37.2,3978,3983,3983,3983,736,Liverpool No.27 (St. Michaels),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301791,302012,88710,Sefton W.,LAB,1760,1,0,0,1,1,1,22053,1973,1,10501,30,3150,3146,3146,3146,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301792,302013,88710,Stroud J.,Ten,1184,2,0,0,1,1,1,22053,1973,1,10501,30,3150,3146,3146,3146,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301790,302011,88710,Rankin P.,CON,202,3,0,0,1,1,1,22053,1973,1,10501,30,3150,3146,3146,3146,736,Liverpool No.28 (Sandhills & Vauxhall),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301800,302021,88713,Stewart K.,LAB,3010,1,0,0,1,1,1,22054,1973,1,14808,27,3998,4002,4002,4002,736,Liverpool No.29 (Speke),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301799,302020,88713,Collister D.,CON,992,2,0,0,1,1,1,22054,1973,1,14808,27,3998,4002,4002,4002,736,Liverpool No.29 (Speke),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301538,301759,88635,Weaver W.,CON,2325,1,0,0,1,1,1,22028,1973,1,10856,38.8,4212,4213,4213,4213,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301536,301757,88635,Carr S.,Lib,1183,2,1,0,1,1,1,22028,1973,1,10856,38.8,4212,4213,4213,4213,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301537,301758,88635,McDonald C.,LAB,705,3,0,0,1,1,1,22028,1973,1,10856,38.8,4212,4213,4213,4213,736,Liverpool No.3 (Allerton),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301809,302030,88716,Roberts J.,LAB,1529,1,0,0,1,1,1,22055,1973,1,11678,34.5,4029,4025,4025,4025,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301808,302029,88716,Galbraith W.,Lib,1362,2,0,0,1,1,1,22055,1973,1,11678,34.5,4029,4025,4025,4025,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301807,302028,88716,Daniel D.,CON,1134,3,0,0,1,1,1,22055,1973,1,11678,34.5,4029,4025,4025,4025,736,Liverpool No.30 (Tuebrook),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301817,302038,88719,Finnegan J.,LAB,1957,1,0,0,1,1,1,22056,1973,1,12195,30.9,3768,3769,3769,3769,736,Liverpool No.31 (Warbreck),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301818,302039,88719,Flude R.,CON,1812,2,0,0,1,1,1,22056,1973,1,12195,30.9,3768,3769,3769,3769,736,Liverpool No.31 (Warbreck),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301826,302047,88722,Evans L.,LAB,2820,1,0,0,1,1,1,22057,1973,1,13002,29.1,3784,3789,3789,3789,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301825,302046,88722,Derrick N.,CON,508,2,0,0,1,1,1,22057,1973,1,13002,29.1,3784,3789,3789,3789,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301827,302048,88722,Moxon J.,Lib,461,3,1,0,1,1,1,22057,1973,1,13002,29.1,3784,3789,3789,3789,736,Liverpool No.32 (Woolton East),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301840,302061,88725,Williams L.,CON,3673,1,0,0,1,1,1,22058,1973,2,17839,0,0,7090,8186,7090,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301836,302057,88725,Hobday T.,CON,3628,2,0,0,0,0,0,22058,1973,2,17839,0,0,7090,8186,7090,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
301838,302059,88725,Mellor W.,Lib,2262,3,0,0,1,1,1,22058,1973,2,17839,0,0,7090,8186,7090,736,Liverpool No.33 (Woolton West),,,,,,,,,Liverpool,MC,Metropolitan County Council,1,Merseyside,Merseyside,North West,England
